,text
2026,last van buikloop
2027,ik heb diarree en moet veel overgeven ik ben bang dat ik niet genoeg voedingstoffen binnen krijg 
2028,ik heb diarree heb koorts ben misselijk en heb erg weinig eetlust
2029,ik heb een heel wisselend ontlastingspatroon de ene dag obstipatie de andere dag diarree 
2030,ik heb een oorontsteking en gebruik daarvoor antibiotica het nadeel is daarvan dat ik altijd last van mijn darmen krijg ik heb hele dunne ontlasting 
2031,ik heb gisteren de hele dag niet geplast en ik heb nog steeds last van diarree 
2032,ik heb heel erge dorst 
2033,ik heb krampen in mijn buik en moest steeds rennen voor de wc dan heb ik groenige waterige ontlasting kan niet normaal op pad want moet een wc in de buurt hebben 
2034,ik heb last van diarree en gebruik normaal plastabletten moet ik die nu wel nemen 
2035,ik heb soms periodes dat ik veel last heb van mijn darmen en daarna kan het best ook wel weer iets beter gaan ik ben er nog niet achter wat dit nu veroorzaakt 
2036,ik heb vaak een opgeblazen gevoel mijn ontlasting is ook altijd van de rel soms kan ik een paar dagen niet en nu heb ik weer hele dunne ontlasting 
2037,ik heb veel zwarte dunne ontlasting en het stinkt heel erg 
2038,ik houd heel erg van energie drankjes mijn huisarts zegt dat dat de reden kan zijn voor mijn diarree daar heb ik nu al zo lang last van 
2039,mijn buurvrouw heeft koorts en diarree maar nu vind ik dat ze zo traag reageert ze is suf en in de war 
2040,mijn kind heeft hele dunne poep drinkt slecht en wil ook niet goed eten moet ik me zorgen maken 
2041,mijn vader heeft last van diarree en koorts en voelt zich heel licht in het hoofd ik ben bang dat hij zo flauw gaat vallen 
2042,niks blijft binnen alles wat ik drink komt er aan een van de kanten direct weer uit 
2043,sinds ik een sapkuur doe ben ik aan de diarree val ik dan extra snel af 
2044,spetterpoep
2045,spuitpoep
2046,wat te doen bij diarree
2047,buikloop
2048,diarree
2049,dunne
2050,kakken
2051,poepen
2052,schijterij
2053,geen ontlasting gehad
2054,harde ontlasting
2055,ik heb last van mijn buik
2056,ik heb buikpijn
2057,ik heb buikpijn en moet telkens alles overgeven
2058,ik heb erg veel pijn in mijn onderbuik
2059,ik heb hevige buikpijn
2060,ik heb last van een opstopping en ik moet ook overgeven
2061,ik heb last van opstopping met erge buikpijn
2062,ik hoef al een aantal dagen bijna niet naar het toilet om te poepen maar nu heb ik ook hele erge buikpijn
2063,ik kan niet poepen
2064,ik voel erg veel druk op mijn buikpijn
2065,last van verstopping
2066,mijn baby heeft nog niet hoeven poepen
2067,mijn buik doet pijn en ik houd niks binnen
2068,mijn pasgeboren baby heeft nog geen grote boodschap gedaan
2069,mijn stoelgang is erg traag geworden de afgelopen dagen en nu heb ik ook een hele erge buikpijn 
2070,moeite om naar de wc te gaan
2071,obstipatie
2072,ik heb vaginaal bloedverlies
2073,36 weken zwanger en vanmorgen vrij veel bloed verloren weet niet precies hoeveel maar het leek veel heb over de dag vier keer mijn maandverband moeten wisselen omdat het verzadigd was 
2074,af en aan last van krampende pijn in mijn buik ben in verwachting
2075,al mijn vriendinnen zijn al ongesteld maar ik nog niet
2076,buikpijn en 8 weken zwanger
2077,heb net een zwangerschapstest gedaan deze was positief nu hevige buikppijn 
2078,hele heftige pijn in mijn onderbuik wil het liefst in een foetus houding liggen bloed verloren uit mn vagina 
2079,het lijkt alsof ik heel erg ongesteld ben ben aan het zweten buikpijn voel me niet goed 
2080,ik ben 16 jaar en ben nog nooit ongesteld geweest is dit normaal 
2081,ik ben al veertien maanden niet ongesteld geweest en dacht dat ik in de menopauze zit nu opeens licht bloedverlies ongeveer een tampon per dag nodig 
2082,ik ben heel erg ongesteld
2083,ik ben heel erg ongesteld ik moet om het uur mijn maandverband verwisselen omdat het verzadigd is 
2084,ik ben heel erg onregelmatige met mijn menstruatie
2085,ik ben heel veel afgevallen en nu ben ik al een aantal maanden niet meer ongesteld geweest
2086,ik ben heel wisselend ongesteld dan om de drie weken en dan zit er ineens 5 weken tussen
2087,ik ben niet ongesteld maar verlies wel bloed 
2088,ik ben nu al een aantal maanden niet ongesteld geweest vind het wel chill maar dit hoort toch niet 
2089,ik ben van de trap gevallen op mijn buik en ben zwanger zit nu in mijn 19e week 
2090,ik ben van mijn fiets gevallen en ben zwanger
2091,ik ben vijf maanden zwanger en heb vanmorgen redelijk wat bloed verloren 
2092,ik ben zwanger en heb nu veel vaginaal bloedverlies
2093,ik ben zwanger en heb wat bloed verloren moet ik me zorgen maken 
2094,ik bloed
2095,ik bloed en heb intense krampen in mijn onderbuik zo veel pijn 
2096,ik denk dat ik een miskraam heb gehad buikpijn net in verwachting wat moet ik doen 
2097,ik heb 38 graden gemeten ben in verwachting en heb vaginaal bloedverlies 
2098,ik heb bloedverlies
2099,ik heb buikpijn en maak me heel veel zorgen
2100,ik heb donkere afscheiding na de seks
2101,ik heb een koperspiraaltje en heb sindsdien heel hevig bloedverlies als ik ongesteld ben is dat normaal 
2102,ik heb een mirena en veel last van spotting
2103,ik heb een mirena en vriendinnen vertelden mij dat je dan nooit meer ongesteld wordt ik ben nog steeds wel ongesteld hoe kan dit 
2104,ik heb een ongeluk gehad en ben 20 weken zwanger het voelt niet goed in mijn buik 
2105,ik heb enorme buikpijn nog een prille zwangerschap nog geen echo gemaakt
2106,ik heb geen regelmatige menstruatie
2107,ik heb heel veel last van mijn buik
2108,ik heb intense buikpijn
2109,ik heb koorts ben zwanger en heb bloed verloren 
2110,ik heb krampende pijn in mijn buik
2111,ik heb meerdere inlegkruisjes vol met bloed ik kan niet ongesteld zijn want ik ben zwanger 
2112,ik heb mn spiraaltje laten verwijderen nu heb ik geen menstruaties meer hoe kan dit 
2113,ik heb opeens veel bloed verloren ik ben zwanger ben bang voor een miskraam ook krampende pijn 
2114,ik heb stekende pijn in mijn buik
2115,ik heb zo n buikpijn en ben zwanger
2116,ik menstrueer
2117,ik menstrueer al een aantal jaar niet meer nu heb ik opeens regelmatig weer wat bloedverlies 
2118,ik slik de pil door en na een aantal maanden word ik dan toch wel een beetje ongesteld
2119,ik verlies bloed uit mijn vagina
2120,ik verlies tijdens mijn ongesteldheid heel veel bloed voel me licht in mijn hoofd 
2121,ik verlies tussen mijn menstruatie in bloed 
2122,ik zou niet ongesteld moeten zijn maar toch ben ik ongesteld
2123,mijn vriendin heeft heel erg last van haar buik we zijn gisteren naar de verloskundige geweest nu opeens veel bloed verloren 
2124,mn afscheiding is donkerbruin maar ik ben zwanger kan dit kwaad 
2125,na de seks bloed ik steeds een beetje
2126,spotting
2127,tussentijds vaginaal bloedverlies
2128,van mn fiets gevallen en ben zwanger gelijk daarna bloed verloren 
2129,voel me klam zweterig koud en warm tegelijk 
2130,voel me niet goed heb rillingen ben in verwachting van ons eerste kindje 
2131,vaginaal bloedverlies
2132,er zat iets in mijn schoen waardoor ik nu een grote blaar heb 
2133,ik heb een hallus valgus en altijd last van blaren 
2134,hele avond wezen dansen op mijn nieuwe hakken kan nu geen stap meer verzetten blaren achterop mijn voet en bij mn kleine teen 
2135,ik denk dat ik een ontstoken blaar heb het is pijnlijk en ziet er niet goed uit 
2136,ik had gisteren een feestje en mijn nieuwe hakken aan nu kan ik niet meer lopen door alle blaren 
2137,ik had mijn inlegzolen niet in en daardoor heb ik nu een grote blaar 
2138,ik heb blaren onder mijn voet
2139,ik heb een blaar
2140,ik heb een blaar op mijn voet nu ziet het er rood en pussig uit 
2141,ik heb een hoge wreef daarom is het voor mij moeilijk om schoenen te vinden die passen heel vaak last van blaren 
2142,ik heb lang in de regen gelopen waardoor mijn schoenen gingen schuren ik denk dat ik daarom nu blaren heb onder mijn voeten 
2143,ik heb last van hamertenen aan mijn linkervoet hier heb ik altijd blaren zeker als ik nieuwe schoenen heb 
2144,ik heb mijn schoenen te klein gekocht en daardoor heb ik nu blaren op mijn voet 
2145,ik heb nieuwe schoenen en ze zijn duidelijk nog niet ingelopen dikke blaar achter op mijn hiel 
2146,ik heb platvoeten en veel last van eelt en soms blaren 
2147,ik heb vanaf mijn blaar een rode streep op mijn been richting mijn lies 
2148,ik loop de vierdaagse en heb nu een hele groot blaar tussen mijn tenen 
2149,ik loop veel hard maar als ik de verkeerde sokken aan heb krijg ik altijd blaren 
2150,ik voelde niet dat ik een blaar had en ben er te lang mee doorgelopen nu ziet het er slecht uit helemaal ontstoken 
2151,kan niet normaal lopen zonder mijn zooltjes vanwege mijn doorgezakte voeten nu aan de binnenzijde van mn linker voet een grote blaar 
2152,mijn blaar is gaan ontsteken nu lijkt de rest van mijn been ook een beetje rood te worden 
2153,mijn schoenen zijn net te groot en ik glij in mijn schoen nu heb ik meerdere pijnlijke blaren 
2154,blaren
2155,voetblaren
2156,een deel van mijn ouderdomswrat is er vanmorgen met afdrogen afgebrokkeld kan dit kwaad 
2157,er zitten scheurtjes en kloofjes in mijn ouderdomswrat 
2158,hoe ouder ik word hoe meer ouderdomswratten ik krijgen
2159,ik heb allemaal ruwe haast zwarte wratten op mijn lichaam 
2160,ik heb een onregelmatige bruin gelige plek op mijn huid voelt wat vettig aan en ligt echt op mijn huid 
2161,ik heb een ouderdomswrat van ongeveer 3 cm groot in mijn nek 
2162,ik heb een ruwe bruine plek op mijn huid
2163,ik heb een ruwe bruinige plek op mijn borst ik vind dit lelijk hoe krijg ik dit er weer af 
2164,ik heb een ruwe onregelmatige bruine plek op mijn gezicht wat is het en hoe kom ik er vanaf 
2165,ik heb een verheven huidkleurige ruwe plek op mijn borst 
2166,ik heb iets wat een beetje lijkt op een moedervlek alleen dan ruwer zit om mijn gezicht en wordt steeds een beetje groter 
2167,ik heb meerdere donkere wratten en die jeuken soms enorm 
2168,ik heb meerdere ouderdomswratten op mijn lichaam het worden er steeds meer 
2169,ik heb ruwe donkere plekken op mijn rug het lijkt een beetje een moedervlek alleen dan ruwer 
2170,kunnen ouderdomswratten kwaad 
2171,ik heb steeds meer last van wratten
2172,ouderdomswratten
2173,wratten
2174,ik draag een kunstgebit zou dat de oorzaak zijn van de korsten in mijn mondhoeken 
2175,ik heb al langere tijd gebarsten mondhoeken
2176,ik heb best dikke korsten aan mn beide mondhoeken het ziet er super lelijk uit wat kan ik eraan doen 
2177,ik heb een kunstgebit en sindsdien super veel last van gebarsten mondhoeken
2178,ik heb een nieuwe beugel en ik blijf maar korstjes in mijn mondhoeken hebben 
2179,ik heb gebarsten mondhoeken
2180,ik heb kapotte mondhoeken
2181,ik heb korsten in mijn mondhoeken
2182,ik heb korsten in mijn mondhoeken heb al alles geprobeerd maar gaat niet weg
2183,ik heb last van ragaden
2184,ik heb pijnlijke scheurtjes in mijn mondhoeken ik probeer niet aan mn lippen te likken 
2185,ik heb tot bloedens toe last van mijn mondhoeken
2186,ik heb zulke droge lippen en korsten op mijn lippen in de hoeken bloeden ze ook wel eens als ik mijn mond wijd open doe
2187,ik kan mijn mond niet normaal openen vanwege de pijn in mijn mondhoeken ze barsten steeds weer open 
2188,kan ik eczeem op mijn mond hebben ik heb gebarsten mondhoeken 
2189,mijn mondhoeken doen pijn 
2190,mijn mondhoeken zijn super pijnlijk als ik lach barsten ze steeds weer open 
2191,sinds ik een beugel draag heb ik vaak last van gebarsten mondhoeken 
2192,pijnlijke mondhoeken
2193,ragaden
2194,aangereden in de auto ging redelijk langzaam maar sindsdien echt last van mijn rug 
2195,auto ongeluk gehad rugpijn en nu bloed bij de urine 
2196,botsing met scooter en nu ligt hij stil en kan hij zijn benen niet meer bewegen 
2197,door mijn rug gegaan en kan nu wel huilen van de pijn 
2198,enorme spierspanning in mijn rug na val kan mn rug nog amper bewegen
2199,heb niet normaal veel pijn in mijn rug kan geen kant op 
2200,ik ben aangereden met de fiets
2201,ik ben op mijn rug gevallen
2202,schimmel
2203,ik ben van een muurtje afgesprongen en daarna had ik acuut veel last van mijn rug 
2204,ik ben van mijn fiets gevallen en heb mijn rug bezeerd
2205,ik heb een autoongeluk gehad en last van mijn rug
2206,ik heb een krakende rug
2207,ik heb een stijve rug
2208,ik heb last van mijn rug
2209,ik heb rugpijn
2210,kan mijn benen niet meer bewegen na val 
2211,kan mijn rug ineens niet meer goed bewegen na een judo wedstrijd het is er helemaal ingeschoten denk ik 
2212,kan niet meer plassen sinds mijn ongeluk 
2213,mijn rugspieren staan strak
2214,mn rug zit helemaal vast
2215,motorongeluk en geen gevoel meer in de benen 
2216,hart voelen kloppen
2217,onderuit gegaan met schaatsen en schaats van tegenstander in zijn rug grote vleeswond ze proberen het gelijk af te drukken 
2218,ondragelijke pijn in de rug zomaar heb niks bijzonders gedaan heb in het verleden longkanker gehad 
2219,ongeluk gehad en plas nu bloed ook rugpijn 
2220,pijnlijke rug
2221,steekwond in de rug heel veel bloedverlies 
2222,stijve rug
2223,oorontsteking
2224,trap in mijn rug gehad sta helemaal scheef nu 
2225,val uit boom en rugpijn 
2226,val van ladder en rugpijn 
2227,van de fiets gevallen en sindsdien last van mijn rug
2228,van een brug gesprongen in het water bij het neerkomen op het water ging het fout heel veel pijn in de rug 
2229,van grote hoogte naar beneden gesprongen helse pijn in de rug voelde iets verschuiven 
2230,zittend werk pakte even iets van de grond en het schoot er zo in 
2231,trauma rug
2232,ik denk dat ik last heb van huidschimmel het brandt en jeukt 
2233,ik heb een vieze stinkende schrale rode plek in mijn lies
2234,ik heb huidschimmel
2235,ik heb ringvormige rode plekken die steeds iets groter worden terwijl het midden ervan alweer geneest 
2236,ik heb rode plekken met schilfering langs de randen
2237,ik heb rode ringvormige plekken op mijn lichaam die jeuken ook flink 
2238,ik heb schimmel op mijn huid
2239,ik was me vaak grondig met water en zeep maar ik houd last van rode plekken in mijn liezen
2240,mijn huid voelt zo branderig en jeukend aan het is rood en aan de randen schilferig 
2241,onder mijn bh band heb ik een rode plek zitten met schilfertjes aan de randen 
2242,op de rode plekken op mijn huid komen nu ook kleine blaasjes en puistjes
2243,huidschimmel
2244,het is me net gbeurd dat mijn hart opeens heel erg hard begon te kloppen en dat ik flauwfiel moet ik naar dhet ziekenhuis of is de huisarts goed genoeg 
2245,het lijkt wel of mijn hart een onregelmatig ritme heeft 
2246,ik ben 15 jaar oud en heb opeens soms geen adem ik ben dan stik benauwd dan heb ik ook last van hartkloppingen als ik dan rustig in een zakje adem gaat het weer iets beter 
2247,ik ben een 23 jarige vrouw sport regelmatig maar zou mezelf niet super fit noemen ik kwam er laats achter dat mijn rustslag rond de 52 is is dit erg 
2248,ik ben erg klam en lijk ook last van hartkloppingen te hebben 
2249,ik ben net flauwgevallen en daarvoor voelde ik een soort hartkloppingen
2250,ik heb de laatste tijd een erg onregelmatig hart klopt heel snel ik heb ook een erg duizelig 
