;text
2205;Ik heb een autoongeluk gehad en last van mijn rug
2206;Ik heb een krakende rug
2207;Ik heb een stijve rug
2208;Ik heb last van mijn rug
2209;Ik heb rugpijn
2210;Kan mijn benen niet meer bewegen na val.
2211;Kan mijn rug ineens niet meer goed bewegen na een judo wedstrijd. Het is er helemaal ingeschoten denk ik.
2212;Kan niet meer plassen sinds mijn ongeluk.
2213;Mijn rugspieren staan strak
2214;Mn rug zit helemaal vast
2215;Motorongeluk en geen gevoel meer in de benen.
2216;hart voelen kloppen
2217;Onderuit gegaan met schaatsen en schaats van tegenstander in zijn rug. Grote vleeswond. Ze proberen het gelijk af te drukken.
2218;Ondragelijke pijn in de rug, zomaar. Heb niks bijzonders gedaan. Heb in het verleden longkanker gehad.
2219;Ongeluk gehad en plas nu bloed. Ook rugpijn.
2220;Pijnlijke rug
2221;Steekwond in de rug, heel veel bloedverlies.
2222;Stijve rug
2223;oorontsteking
2224;Trap in mijn rug gehad. Sta helemaal scheef nu.
2225;Val uit boom en rugpijn.
2226;Val van ladder en rugpijn.
2227;Van de fiets gevallen en sindsdien last van mijn rug
2228;Van een brug gesprongen in het water. Bij het neerkomen op het water ging het fout, heel veel pijn in de rug.
2229;Van grote hoogte naar beneden gesprongen, helse pijn in de rug, voelde iets verschuiven.
2230;Zittend werk, pakte even iets van de grond en het schoot er zo in.
2231;trauma rug
2232;Ik denk dat ik last heb van huidschimmel, het brandt en jeukt.
2233;Ik heb een vieze stinkende, schrale rode plek in mijn lies
2234;Ik heb huidschimmel
2235;Ik heb ringvormige rode plekken die steeds iets groter worden, terwijl het midden ervan alweer geneest.
2236;Ik heb rode plekken met schilfering langs de randen
2237;Ik heb rode ringvormige plekken op mijn lichaam, die jeuken ook flink.
2238;Ik heb schimmel op mijn huid
2239;Ik was me vaak grondig met water en zeep, maar ik houd last van rode plekken in mijn liezen
2240;Mijn huid voelt zo branderig en jeukend aan. Het is rood en aan de randen schilferig.
2241;Onder mijn bh band heb ik een rode plek zitten met schilfertjes aan de randen.
2242;Op de rode plekken op mijn huid komen nu ook kleine blaasjes en puistjes
2243;huidschimmel
2244;Het is me net gbeurd dat mijn hart opeens heel erg hard begon te kloppen, en dat ik flauwfiel. Moet ik naar dhet ziekenhuis, of is de huisarts goed genoeg.
2245;Het lijkt wel of mijn hart een onregelmatig ritme heeft.
2246;Ik ben 15 jaar oud en heb opeens soms geen adem. Ik ben dan stik benauwd, dan heb ik ook last van hartkloppingen. Als ik dan rustig in een zakje adem gaat het weer iets beter.
2247;Ik ben een 23 jarige vrouw. Sport regelmatig, maar zou mezelf niet super fit noemen. Ik kwam er laats achter dat mijn rustslag rond de 52 is . Is dit erg?
2248;Ik ben erg klam en lijk ook last van hartkloppingen te hebben.
2249;Ik ben net flauwgevallen en daarvoor voelde ik een soort hartkloppingen
2250;Ik heb de laatste tijd een erg onregelmatig hart (klopt heel snel). Ik heb ook een erg duizelig.
2251;Ik heb een hoge hartslag en ben kortademig
2252;Ik heb sinds een tijdje het gevoel dat mijn hart een raar ritme heeft
2253;Ik heb soms het gevoel dat mijn harstlag te traag is
2254;Ik kan maar moeilijk adem halen en heb voor mijn gevoel een veel te hoge hoge hartslag
2255;Ik voel de laatste tijd soms mijn hart in mijn keel kloppen. Dat is meer als ik het druk heb op school.
2256;Mijn hart heeft een onregelmatig ritme.
2257;Mijn hart klopt erg snel en ik voel me duizelig
2258;Mijn hart klopt snel, ik zweet veel en ben misselijk
2259;Mijn hart lijkt zomaar opeens heel snel te zijn gaan kloppen.
2260;Mijn hartslag 143 slagen per minuut in rust, ben klam, duizelig en net flauw gevallen
2261;Mijn hartslag is erg hoog en ik als ik trappen loop dan adem ik heel zwaar.
2262;Mijn man is aan het zweten, ziet grauw en klaagt dat hij zijn hart voelt kloppen.
2263;Mijn vader heeft een geschiedeins mer harklachten, omdat ik de laatste tijd erg vermoeid ben adviseerde hij mij om mijn hartslag te checken. Daar kwam uit dat mijn mijn hart erg onregelmatig klopt
2264;Mn rikketik gaat veel te snel, ik kan het voelen. Voel me ellendig.
2265;Plotseling is mijn hart heel snel gaan kloppen
2266;Rikketik van slag sinds mijn vrouw is overleden.
2267;hart op hol
2268;hartkloppingen
2269;ik heb hartkloppingen
2270;palpitaties
2271;Help ik hoor opeens niks meer
2272;IK houd niks meer binnen en heb last van mijn rechteroor
2273;Ik ben erg duizelig, en heb last van mijn rechter oor
2274;Ik ben opeens doof geworden
2275;Ik heb acute doofheid.
2276;Ik heb afgelopen zaterdag een klap tegen mijn linker oor gehad. Sindsdien heb ik pijn in het oor en hoor ik minder goed. Net nadat het gebeurde kwam er wat bloed uit het oor.
2277;Ik heb al een paardagen last van oorpijn
2278;Ik heb een oorontsteking
2279;Ik heb erg last van mijn rechter oor. Verder heb ik sterk verminderde eetlust, moeite met drinken, en ben al een paar dagen niet uit bed gekomen
2280;Ik heb heftige oorpijn aan mijn linkerkant
2281;Ik heb oorpijn en voel me erg gedisorienteerd
2282;Ik kan opeens niet horen
2283;Ik kan sinds gisteren helemaal niks meer horen
2284;Ik voel me erg slecht. Heb last van mijn rechter oor, en die steekt een beetje uit
2285;Ik werd vanmorge wakker en nu kan ik geen geluid meer horen.
2286;Mijn kind met downsyndroom houd zijn handen de heletijd op zijn oor
2287;Oorklachten
2288;Oorklachten bij jonge kinderen
2289;Oorklachten en duizelig gevoel
2290;Oorpijn
2291;Piep in mijn oren
2292;Pijn aan mijn rechter oor
2293;Sinds terugkomst van vakantie heb ik pijn in mijn linker oor. Het is begonnen tijdens dalen van het vliegtuig. Nu heb ik nog steeds pijn en een piep in mijn oor.
2294;oorklacht
2295;oorklachten
2296;Afgelopen weken heb ik veel moeten studeren en daarbij veel achter mijn bureau zitten schrijven. Nu is mij opgevallen dat ik een zwelling rond mn linker elleboog heb, zonder pijn, warmte of roodheid. Ik kan nog wel alle bewegingen maken met mijn elleboog.
2297;Bij een ballethe gooien met mijn zoon afgelopen week, had ik ineens pijn aan mn vinger en zag ik dat hij in een gekke stand stond. Ik dacht dat het vanzelf wel weer over zou gaan en de pijn is ook gezakt. Maar het lukt nog steeds niet om het laatste kootje actief te strekken.
2298;Bij het snoeien heb ik mijn vingertop geraakt
2299;ER is een glasscherf in mijn been
2300;Er is een zakmes in mijn arm
2301;Ik ben gevallen in een hoopje glas en nu zit het vast in mijn kleren en huid
2302;Ik gezicht vertrekt aan een kant
2303;Ik heb al ongeveer een maand last van mijn rechter knie. De laatste tijd ben ik veel gegroeid en mijn hobby is atletiek. De pijn zit vooral aan de voorzijde van de knie, die vergert na lang stilzitten. Ook de trap oplopen en hardlopen is pijnlijk. Mijn linker knie begint nu ook dezelfde klachten te geven.
2304;Ik heb een mes op mijn kleine teen laten vallen en nu ligt die eraf
2305;Ik heb moeite met praten
2306;Ik heb per ongelijk mijn vinger afgezaagt
2307;Ik heb vanmorgen klemgezeten met mijn duim. Nu, een aantal uur later, heb ik steeds meer pijn onder de nagel. De nagel is blauwverkleurd.
2308;Ik kan geen druk zetten op mijn rechter been
2309;Ik kan niks meer vasthouden
2310;Mijn arb staat scheef, en ik kan hem niet goed bewegen
2311;Mijn duim is uit de kom
2312;Mijn duim is uit de komt lijkt het
2313;Mijn grote teen staat naar buiten
2314;Mijn pink staat erg naar rechts
2315;Tijdens de tennis wedstrijd van afgelopen zaterdag dacht ik dat ik een harde bal van een andere baan op mijn kuit kreeg. Dit bleek alleen niet zo te zijn. Onmiddellijk hierna kon ik geen stap meer verzetten, vanwege scherpe pijn in zijn kuit. Ik kan nu al enkele dagen niet normaal lopen, alleen een beetje hinkelen. Mijn voet normaal op de grond zetten lukt niet goed vanwege de pijn in mn kuit.
2316;trauma
2317;trauma algemeen
2318;Al een eeuwigheid last van een verstopte neus.
2319;Als ik adem hoor ik een piepend geluid.
2320;Ben al maanden verkouden, zou ik een ziekte onder de leden hebben?
2321;Het jeukt enorm in mijn neus en ik heb last van een loopneus.
2322;Ik ben al drie keer achter elkaar verkouden.
2323;Ik ben al een paar weken verkouden en ben bang dat het meer is dan alleen verkoudheid.
2324;Ik ben al maanden aan het snotteren
2325;Ik ben al twee maanden verkouden, zou ik last kunnen hebben van een allergie.
2326;Ik ben benauwd.
2327;Ik ben flink verkouden en ben nu ook misselijk.
2328;Ik ben snotterig
2329;Ik ben verkouden
2330;Ik ben verkouden en hoor een piepend geluid tijdens het ademen.
2331;Ik haal de hele dag door mijn neus op, mijn collega's vinden het super irritant
2332;Ik had vorige week koorts, toen een paar dagen koortsvrij en nu weer koorts.
2333;Ik heb een loopneus
2334;Ik heb een piepende ademhaling.
2335;Ik heb een verstopte neus
2336;Ik heb een vol hoofd
2337;Ik kan nauwelijks meer door mijn neus ademen, zo verstopt zit hij.
2338;Ik kan niet goed ademen door mijn aanblijvende verkoudheid. Heb het nu al weken.
2339;Ik moet de hele dag door niezen.
2340;Ik moet mn neus zo vaak snuiten, maar het heeft gewoon geen zin, het blijft maar lopen.
2341;Ik moet veel niezen en heb keelpijn.
2342;Ik snotter veel en nu doen mijn oren een beetje pijn.
2343;Ik voel me enorm verkouden en ben sinds vanmorgen ook erg benauwd.
2344;Ik was al een tijdje snotterig, maar nu heb ik al bijna een week hoge koorts
2345;Ik zit helemaa
2346;Last van verkoudheid
2347;Mijn keel kriebelt enorm en ik ben aan het snotteren.
2348;Mijn kop zit al dagen vol snot en heb beetje last van hoofdpijn.
2349;Mijn neus zit dicht
2350;Mijn neus zit verstopt en ik moet niezen.
2351;Sporten is erg lastig zonder lucht. Mn neus zit helemaal dicht.
2352;verkouden
2353;verkoudheid
2354;Aangereden in de auto. Ging redelijk langzaam, maar sindsdien echt last van mijn nek. Heb ik nu een whiplash?
2355;Botsing met scooter en nu ligt hij stil en kan hij zijn armen en benen niet meer bewegen.
2356;Enorme spierspanning in mijn nek na val. Kan mn nek nog amper bewegen
2357;Hij heeft zittend werk en zit uren te turen naar zijn beeldscherm. Hij heeft sindskort veel last van zijn nek en hoofdpijn. Kan zijn nek niet meer goed bewegen.
2358;Hij is gewurgd, diepe verwonding in zijn nek
2359;Ik heb een krakende nek
2360;Ik heb een stijve nek
2361;Ik heb last van mijn nek
2362;Ik heb nekpijn
2363;Ik kan mn hoofd niet draaien
2364;Kan mijn arm niet meer bewegen na val
2365;Kan mijn hoofd ineens niet meer goed bewegen na een judo wedstrijd. Het is er helemaal ingeschoten denk ik.
2366;Kan niet meer naar links kijken
2367;Kan niet meer omhoog kijken
2368;Kan niet naar rechts kijken
2369;Met snowboarden verkeerd terecht gekomen, helse pijn in de nek.
2370;Mijn auto is gebotst tegen een boom en gelijk daarna ging het wel. Nu ondraaglijke pijn in mn nek. Heb ik een whiplash?
2371;Mijn nek staat strak
2372;Stijve nek
2373;Mijn vriend is tijdens mountainbiken tegen een boom aangereden. Veel pijn in de nek.
2374;Mn nek zit helemaal vast
2375;Moeite met ademen na val uit boom en voelt helemaal niks meer vanaf zijn borst naar beneden.
2376;Onderuit gegaan met schaatsen en schaats van tegenstander in zijn nek. Grote vleeswond. Ze proberen het gelijk af te drukken.
2377;Pijnlijke nek
2378;Steekwond in de nek, heel veel bloedverlies.
2379;Stond op een rondvaartboot en stootte hoofd tegen een brug. Buitenwesten en serieus harde knal gemaakt.
2380;Tintelende vingers
2381;Tintelingen in de armen na val
2382;Trap tegen mijn hoofd gehad. Pijnlijke en stijve nek.
2383;Van de fiets gevallen en sindsdien last van mijn nek
2384;Werkt in een fabriek en maakt steeds dezelfde beweging met zijn nek. Versleten nekwervels.
2385;nek
2386;trauma nek
2387;Hij is cold turkey gestopt met alcohol, hij voelt zich slecht, is aan het shaken. Flauw gevallen.
2388;Hij lag te schudden op de grond, daarna was hij suf. Niet bekend met epilepsie.
2389;Hij staart een korte periode voor zich uit en reageert niet op aanspreken
2390;Ik heb een insult gehad
2391;Mijn broertje is vorige week op z'n hoofdgevallen, maar hij lijkt nu opeens een soort aanval te hebben. Zijn armen en benen schokken.
2392;Mijn dochter heeft een aanval met schokkende bewegingen
2393;Mijn kind heeft allerlei vlekjes op de huid, paars/rood van kleur.
2394;Mijn kind heeft net een Koortsstuip gehad, moet ik nu nog iets doen?
2395;Mijn kind kreeg net een soort aanval, hij heeft eigenlijk nooit iets wat is dit?
2396;Mijn kindje was helemaal gespannen en begon toen te schudden. het is nu weer over.
2397;Mijn man is gevallen en schokt met zijn armen en benen, heeft zijn urine laten lopen.
2398;Mijn vriend heeft een epileptisch insult gehad
2399;Mijn vriendin heeft epilepsie
2400;Mijn vriendin is bewusteloos, beweegt schokkend met armen en benen, heeft schuim op de mond en plas laten lopen.
2401;Mijn zoon heeft lachgas gebruikt, hij is flauw gevallen en heeft zijn urine laten lopen
2402;Ons dochtertje van 1 is opeens bleek, blauw en helemaal slap. Wat moeten we doen?
2403;Ons dochtertje van vier heeft daarnet een koortsstuip gehad. Eerst werden haar armen en benen stijf, waarna ze heftig gingen schokken. Toen was ze even suf, maar nu gebeurt het nog een keer.
2404;Op de tong gebeten.
2405;Plotseling bewusteloosheid met trekkingen.
2406;Rode kleine vlekjes op de benen
2407;Schuim op de mond
2408;Urine laten lopen en suf.
2409;Urineverlies.
2410;Voelt vreemde tintelingen
2411;epileptisch insult
2412;insult
2413;Ben zwanger en heb intense hoofdpijn
2414;Eerst zie ik soort van flitsen en dan weet ik al hoelaat het is. Dan krijg ik die hoofdpijn weer.
2415;Hele hevige onbekende hoofdpijn
2416;Hoofdpijn en continu moeten braken
2417;Hoofdpijn en enorm pijnlijke nek, kan hem bijna niet bewegen.
2418;Ik ben 4 maanden zwanger en heb de laatste tijd erg veel hoofdpijn. Is dit normaal bij de zwangershap.
2419;Ik ben een beetje grieperig, voel me niet zo lekker. Heb daarbij ook hoofdpijn.
2420;Ik heb een week geleden van de trap gevallen, en heb daaraan hersenschudding opgelopen. Sindsdien heb ik erg veel hoofdpijn.
2421;Ik heb erg hoofdpijn, en overal paars rode vlekjes op mijn lijf.
2422;Koppijn, beroerd, heel slap.
2423;Ik heb geregeld last van hoofdpijn. Ik voel het aankomen doordat ik lichtflitsen zie. Dan is daarna bijna elke prikkel te veel. Ik moet dan in een donkere stille kamer liggen totdat de hevige hoofdpijn is gaan zakken.
2424;Ik heb heel erg hoofdpijn, kan al meer dan een week niks binnenhouden, en geef veel over.
2425;Ik heb hoofdpijn
2426;Ik heb hoofdpijn vanuit het niets
2427;Ik heb hoofdpijn, en het is lastig voor mij om mijn hoofd naar mijn kin te bewegen
2428;Ik heb hoofdpijn, koorts, en missenlijkheid.
2429;Ik heb hoofdpijn, koorts, en rode niet wegrdrukbare vlekjes op mijn borst
2430;Ik heb last van extreme onhoudbare aanvallen van hoofdpijn achter het rechter oog, waarbij het lijkt alsof een brandende ijspriem herhaaldelijk achter of boven mijn oog gestoken wordt. Hierbij is het lastig om stil te blijven zitten. De aanvallen duren gemiddeld een uur, maar zijn soms ook wel iets korter. Een aanval komt vrij abrupt en met name in de nacht. Verder valt me op dat ik tijdens zo'n aanval ook vaak een tranend oog heb rechts.
2431;Ik heb nog nooit zo een hoofdpijn gehad. Het pijnlevel is onveveer een 8
2432;Ik heb nog steeds erg hoofdpijn, nadat ik een paar dagen geleden van mijn fiets af ben gevallen
2433;Ik heb nooit hoofdpijn, maar nu opeens wel
2434;Ik heb plotseling heel erg hoofdpijn gekregen, ik heb dit nog niet eerder gehad
2435;Ik heb soms periodes met spanningshoofdpijn, maar nu heb ik de laatste tijd geen dag meer gehad zonder hoofdpijn. Ik slik altijd paracetamol tegen de klachten. Omdat ik nu dagelijks klachten heb wacht ik niet meer met het nemen van de paracetamol, maar neem ik standaard 8 tabletten per dag.
2436;Ik heb tijdens het ophangen van een lamp plots last gekregen van hele hevige hoofdpijn, nu ongeveer 3 uur geleden. De hoofdpijn was zo hevig, dat ik direct van de ladder geklommen ben en op bed ben gaan liggen.
2437;Ik heb vaak last van hoofdpijn. Dan zit het als een soort van band rond mn hoofd. Hier heb ik het meeste last van als ik een drukke dag heb gehad op werk.
2438;Ik heb veel hoofdpijn, sinds ik zo slecht slaap.
2439;Ik heb zo'n enorme koppijn. Ik moet dan in een donkere kamer liggen. Al het licht en geluid is me dan teveel.
2440;Ik kan maar niet in slaap komen, ben oververmoeid en hoofdpijn.
2441;Ik kan niet stoppen met overgeven en heb erg veel hoofdpijn
2442;Ik neem al jaren bijna dagelijks ibuprofen en paracetamol tegen hoofdpijn. Heb niet het idee dat het echt zo goed werkt. Misschien moet ik zwaardere pijnstillers nemen.
2443;Ik neem elke dag 8 paracetamol, maar alsnog heb ik hoofdpijn. Wat moet ik doen?
2444;Ik voel me niet lekker en heb daar ook nog hoofdpijn bij gekregen
2445;Ik word helemaal niet goed van de hoofdpijn, ook paarsige kleine vlekjes op mijn benen
2446;Ik zit de hele dag achter de computer. Sinds ik dat doe heb ik veel meer last van hoofdpijn
2447;Ik zit vaak met opgetrokken schouders zegt de fysio, zou ik daardoor zo vaak hoofdpijn hebben
